idx,primary_barrier,primary_action,sdg_alignment
8454,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8455,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8457,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8458,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8461,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8462,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8463,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8464,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8466,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8467,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8468,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8469,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8470,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8471,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8474,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8475,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8477,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8480,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8483,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8484,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8485,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8486,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8489,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8490,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8491,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8492,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8493,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8494,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8496,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8497,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8498,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8499,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8500,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8502,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8504,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8508,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8509,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8510,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8511,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8512,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8514,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8516,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8517,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8518,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8519,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8520,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8521,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8522,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8524,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8525,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8527,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8529,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8530,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8531,age_of_respondent,🌍 General financial inclusion program,SDG 1: No Poverty
8534,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8535,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8536,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8537,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8538,age_of_respondent,🌍 General financial inclusion program,SDG 1: No Poverty
8540,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8541,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8543,inclusion_score,📊 Multi-factor intervention needed,"SDG 1, 4, 8, 10"
8546,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8547,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8548,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8549,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8550,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8551,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8552,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8553,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8561,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8562,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8563,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8565,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8569,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8570,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8573,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8575,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8576,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8577,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8578,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8579,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8581,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8584,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8585,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8586,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8588,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8589,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8590,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8591,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8592,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8593,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8594,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8595,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8596,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8597,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8598,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8601,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8603,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8604,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8605,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8606,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8607,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8608,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8609,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8610,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8612,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8613,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8614,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8617,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8619,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8620,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8622,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8625,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8626,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8627,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8628,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8629,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8630,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8631,age_of_respondent,🌍 General financial inclusion program,SDG 1: No Poverty
8632,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8634,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8635,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8636,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8637,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8638,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8640,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8641,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8642,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8643,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8644,inclusion_score,📊 Multi-factor intervention needed,"SDG 1, 4, 8, 10"
8645,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8646,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8647,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8650,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8652,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8653,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8655,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8656,age_of_respondent,🌍 General financial inclusion program,SDG 1: No Poverty
8657,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8659,age_of_respondent,🌍 General financial inclusion program,SDG 1: No Poverty
8660,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8662,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8664,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8665,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8666,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8667,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8668,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8670,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8671,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8675,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8676,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8678,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8680,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8682,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8683,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8684,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8686,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8687,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8688,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8689,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8691,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8692,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8694,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8695,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8696,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8698,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8701,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8702,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8704,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8706,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8707,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8710,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8711,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8712,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8715,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8716,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8717,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8718,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8719,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8720,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8721,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8722,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8723,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8724,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8727,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8729,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8730,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8731,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8733,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8736,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8737,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8738,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8739,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8740,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8741,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8743,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8745,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8746,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8747,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8749,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8751,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8752,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8753,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8754,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8755,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8756,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8757,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8758,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8759,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8760,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8763,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8764,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8766,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8768,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8769,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8770,age_x_education,🌍 General financial inclusion program,SDG 1: No Poverty
8771,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8772,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8773,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8775,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8778,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8780,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8782,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8784,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8785,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8788,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8789,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8790,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8792,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8795,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8798,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8799,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8800,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8803,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8804,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8805,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8806,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8807,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8809,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8810,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8811,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8812,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8815,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8816,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8817,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8818,age_x_education,🌍 General financial inclusion program,SDG 1: No Poverty
8820,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8821,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8823,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8824,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8825,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8828,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8829,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8831,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8832,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8833,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8835,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8837,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8838,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8840,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8841,job_type_te,🌍 General financial inclusion program,SDG 1: No Poverty
8842,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8843,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8845,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8847,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8848,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8850,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8851,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8854,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8855,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8857,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8858,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8859,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8860,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8861,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8862,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8863,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8864,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8865,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8866,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8869,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8871,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8872,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8874,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8875,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8877,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8878,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8880,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8881,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8882,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8883,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8884,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8885,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8887,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8889,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8893,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8894,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8895,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8896,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8897,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8898,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8902,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8903,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8904,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8905,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8906,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8907,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8908,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8910,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8911,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8912,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8913,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8914,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8917,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8918,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8919,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8920,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8922,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8923,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8924,inclusion_score,📊 Multi-factor intervention needed,"SDG 1, 4, 8, 10"
8925,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8928,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8930,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8932,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8934,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8935,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8937,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8939,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8940,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8941,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8942,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8943,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8946,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8947,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8948,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8949,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8950,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8953,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8954,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8955,country_Tanzania,🌍 General financial inclusion program,SDG 1: No Poverty
8956,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8957,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
8959,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
